index,name,n_atoms,DFT_energy_pa,M3G_energy_pa,energy_residual,energy_MAE,force_MAE,force_RMSE,force_max_err,stress_MAE,stress_RMSE,stress_normal_MAE,stress_normal_RMSE,stress_res_xx,stress_res_yy,stress_res_zz,stress_res_yz,stress_res_xz,stress_res_xy
3938,structure_4543.xyz,65,-8.597473122923077,-8.593596942608173,0.0038761803149043317,0.0038761803149043317,0.07596113671089509,0.09465521041592637,0.30640601847699145,0.0018399210236334322,0.0022215196950009755,0.0029879780528669166,0.0030620340795931627,-0.0033115176720457384,-0.0020557853877107846,-0.0035966310988442274,-0.0005230004261420618,0.0007319071503388841,0.0008206844067188968
3939,structure_4544.xyz,69,-8.588983183623188,-8.59847801319067,-0.009494829567481489,0.009494829567481489,0.10888164935707775,0.14839229616402938,0.6653128042817116,0.0061017150995515594,0.008373041240090879,0.011640959807361165,0.01182618459510836,0.00931152468547225,0.014371034922078252,0.011240319814532995,-0.0006539194437209517,0.0002829423174262047,-0.000750549414078705
3940,structure_4545.xyz,69,-8.589127134202897,-8.598364788552988,-0.009237654350091162,0.009237654350091162,0.10854523547642171,0.14784606912099063,0.6727455444633961,0.005951876014781495,0.008268628517396745,0.011487826239317656,0.01168286899191584,0.009255871642380953,0.014348136726766825,0.01085947034880519,-0.00027069475618191063,0.0001704211754258722,-0.0008066614391282201
3941,structure_4546.xyz,65,-8.597473145846154,-8.593597881610577,0.003875264235576381,0.003875264235576381,0.07596296036920719,0.09465574064796195,0.30643712561141,0.0018409246655816485,0.002222895426544162,0.0029901148054705118,0.003064062177167693,-0.003313547359084623,-0.002058282140751544,-0.0035985149165753683,-0.0005229785849678592,0.0007316964288293093,0.0008205285632811865
3942,structure_4547.xyz,70,-8.596705005714286,-8.60337437220982,-0.006669366495534845,0.006669366495534845,0.10409587307124725,0.13074433634768848,0.5074033397668245,0.0060925112400506505,0.008575626662521364,0.011132376457074619,0.012057799603894099,0.007531288809332182,0.017672668625891674,0.008193171935999999,-0.0007045623901831277,0.002112889789941619,-0.00034048588895529974
3943,structure_4548.xyz,69,-8.589523111884057,-8.59901317651721,-0.009490064633153494,0.009490064633153494,0.10670227282438742,0.1462714567893119,0.6801365185237955,0.005890127326741397,0.00828699762511886,0.011516379776973432,0.01171407099357764,0.009443890652619302,0.01446763758576708,0.010637611092533916,0.00012434240488801152,-6.023090099915862e-05,-0.000607051323640917
3944,structure_4549.xyz,70,-8.596704992142858,-8.603375244140626,-0.006670251997768162,0.006670251997768162,0.1040937677177031,0.13073509380440895,0.5071536669202032,0.006099309142446903,0.008587688796290174,0.011152240735706679,0.012075458951027289,0.0075464476185516105,0.017689590290501656,0.008220684298066772,-0.0006972659018629201,0.0021077056654803528,-0.0003341610802181094
3945,structure_455.xyz,70,-8.575540258857142,-8.593259102957589,-0.017718844100446773,0.017718844100446773,0.11842899076220333,0.1640221337411728,0.7240177346393466,0.00768705316750129,0.01089245832120502,0.015079094795510173,0.01540099227818545,0.012619861401617527,0.01949953008443117,0.01311789290048182,0.0004443869365786668,0.00015853679633437423,-0.0002821108855641796
3946,structure_4550.xyz,69,-8.580983963188407,-8.58417721071105,-0.0031932475226437163,0.0031932475226437163,0.10614525705265503,0.1551470945388618,0.8281840682029724,0.009956505154453529,0.013670952896966671,0.018702321375409763,0.019287854003937364,0.014116202015429735,0.02518970612436533,0.01680105598643422,0.0018718174251262099,0.0012356827210169286,-0.0005245666543487459
3947,structure_4551.xyz,69,-8.589536211884058,-8.599158245584238,-0.009622033700180666,0.009622033700180666,0.1057083509037955,0.14557055577505318,0.6824099691584706,0.006338753366435412,0.008851885703113958,0.012337322191645702,0.012513146389633495,0.01038734707981348,0.015236411709338427,0.011388207785785198,0.00034230019082315266,-0.0001784997875802219,-0.0004997536452719942
