effective_type,x,y,covered_before,covered_by_selected,covered_after
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00334,-0.1869377,0.041272044,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00338,-0.16134596,0.043831792,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00342,-0.17305012,0.026600694,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00346,-0.17027511,0.033447802,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00350,-0.16148072,0.044211812,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00354,-0.14428696,0.063556388,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00358,-0.16442537,0.042468727,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00362,-0.16526164,0.042365264,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00366,-0.1701813,0.040673047,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00370,-0.16126664,0.044461682,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00374,-0.16148159,0.044175245,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00378,-0.16322231,0.041718613,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00382,-0.16410287,0.041416422,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00386,-0.16162527,0.043714553,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00390,-0.1612761,0.044469569,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00394,-0.16006866,0.046852052,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00398,-0.16409431,0.041088536,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00402,-0.163994,0.049605101,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00406,-0.16037413,0.046839483,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00410,-0.1449938,0.0082337223,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00414,-0.15915036,0.045359146,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00418,-0.17317189,0.055503394,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00422,-0.19849068,0.036050864,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00426,-0.15839997,0.051353116,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00430,-0.1616575,0.043844059,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00434,-0.16160156,0.04405893,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00438,-0.14442743,0.032791667,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00442,-0.16148829,0.044094797,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00446,-0.17868571,0.029217899,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00450,-0.1482413,0.033797693,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00454,-0.1398546,0.020128578,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00458,-0.1484257,0.033992551,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00462,-0.1561719,0.023111572,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00466,-0.15582496,0.023018995,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00470,-0.16146624,0.043955665,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00474,-0.15326025,0.079332821,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00478,-0.17183153,0.056741111,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00482,-0.19239888,0.041178361,0,1,1
r2.7:Fe:cn11:CCCFeFeFeFeFeFeFeFe:sim00486,-0.17952614,0.054676678,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00002,-0.075366251,0.052056659,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00006,-0.079650477,0.050792415,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00010,-0.08635658,0.048326544,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00014,-0.1042639,0.032193612,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00018,-0.091031224,0.067898124,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00022,-0.10330473,0.082385264,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00026,-0.096772224,0.069714621,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00030,-0.095948644,0.0954208,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00034,-0.093441658,0.071877934,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00038,-0.094179846,0.072312944,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00042,-0.096163414,0.069873504,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00047,-0.10198921,0.075647779,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00051,-0.10644095,0.08409562,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00055,-0.091021813,0.074004211,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00059,-0.090773143,0.074020214,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00063,-0.09301199,0.073030196,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00067,-0.093290783,0.072759189,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00071,-0.10959905,0.082502022,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00075,-0.094828337,0.070450202,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00079,-0.094860487,0.072132729,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00083,-0.07843934,0.060035903,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00087,-0.05603398,0.089552335,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00091,-0.096834093,0.071738906,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00095,-0.092078798,0.072793797,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00099,-0.096628405,0.092464738,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00103,-0.12014227,0.075982943,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00107,-0.1028541,0.066673897,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00111,-0.10098628,0.09590061,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00115,-0.10138799,0.092589617,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00119,-0.10479701,0.10164765,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00123,-0.11944871,0.06975764,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00127,-0.10920505,0.085189685,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00131,-0.11073849,0.085340865,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00135,-0.11181927,0.084597759,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00139,-0.11525617,0.084028244,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00143,-0.12181425,0.05065199,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00147,-0.12250719,0.049959499,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00151,-0.11846538,0.075469963,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00155,-0.1079079,0.092771202,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00159,-0.10895212,0.08542639,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00163,-0.0968986,0.084918626,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00167,-0.10463719,0.08810465,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00171,-0.13784559,0.080843695,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00175,-0.11042178,0.084985338,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00179,-0.10864852,0.093926825,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00183,-0.1088528,0.085830718,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00187,-0.12209127,0.050154168,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00191,-0.10538903,0.095882356,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00195,-0.10017515,0.089614749,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00199,-0.11554894,0.088173412,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00203,-0.11165741,0.088457331,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00207,-0.10650311,0.068563588,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00211,-0.1034825,0.098869435,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00215,-0.1134805,0.087825254,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00219,-0.12121692,0.099651419,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00223,-0.13341667,0.091542542,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00227,-0.11171919,0.088246956,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00231,-0.11862446,0.083303705,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00235,-0.114839,0.085423537,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00239,-0.12094049,0.07383953,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00243,-0.11013927,0.060082495,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00247,-0.11112084,0.050280605,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00251,-0.11664455,0.086352259,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00255,-0.10048983,0.07907068,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00259,-0.10492158,0.097705841,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00263,-0.11508877,0.08708898,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00267,-0.1154255,0.084352888,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00271,-0.12344825,0.048060998,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00275,-0.1198383,0.078520179,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00279,-0.11166243,0.088499673,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00283,-0.11032324,0.088973619,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00287,-0.12345017,0.097671501,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00291,-0.11173249,0.088595852,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00295,-0.11608981,0.085820854,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00299,-0.11279559,0.088274121,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00303,-0.13465267,0.12666762,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00307,-0.12472999,0.099780932,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00311,-0.11664461,0.084271997,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00315,-0.1146455,0.090608619,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00319,-0.099358529,0.077201173,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00323,-0.11361267,0.089079708,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00327,-0.11248862,0.089495294,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00331,-0.11226963,0.089793488,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00335,-0.11219501,0.0894849,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00339,-0.10459104,0.077827178,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00343,-0.11212806,0.090389475,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00347,-0.10002767,0.10648198,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00351,-0.11219832,0.09243542,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00355,-0.11202078,0.090239912,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00359,-0.11188758,0.090293407,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00363,-0.11615458,0.087710842,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00367,-0.12065061,0.084552906,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00371,-0.11309332,0.08314915,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00375,-0.14084043,0.088027149,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00379,-0.14270553,0.085323326,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00383,-0.099415928,0.12535563,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00387,-0.10906723,0.064127579,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00391,-0.11199816,0.090380937,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00395,-0.12238186,0.074497491,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00399,-0.111627,0.090152696,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00403,-0.1120647,0.090185449,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00407,-0.11098696,0.091448866,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00411,-0.089843705,0.088286258,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00415,-0.092846461,0.073953457,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00419,-0.12879923,0.10851552,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00423,-0.11427195,0.08757221,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00428,-0.085810795,0.090160765,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00432,-0.10792259,0.092526026,0,1,1
r2.7:Fe:cn11:CCFeFeFeFeFeFeFeFeFe:sim00436,-0.11298267,0.084220216,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00004,-0.029356521,0.092397958,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00008,-0.015084212,0.081089601,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00012,-0.031042738,0.13806076,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00016,-0.039182909,0.10840156,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00020,-0.059672091,0.11719007,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00024,-0.025741614,0.067496642,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00028,-0.044732332,0.11094398,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00032,-0.046032637,0.10929405,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00036,-0.049841367,0.1081884,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00040,-0.045597728,0.1098391,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00044,-0.045941982,0.10898505,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00048,-0.072111458,0.10740237,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00052,-0.043292336,0.1110493,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00056,-0.043403488,0.10727891,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00060,-0.045911722,0.10361486,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00064,-0.041343238,0.1126347,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00068,-0.037116006,0.11924624,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00072,-0.041199502,0.11248292,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00076,-0.045621313,0.10950229,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00080,-0.022697197,0.10775555,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00084,-0.023518901,0.10758133,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00088,-0.019834664,0.10993728,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00092,-0.035996959,0.1192444,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00096,-0.042768423,0.11054923,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00100,-0.055636235,0.10354818,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00104,-0.054667067,0.1057635,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00108,-0.045393106,0.13549295,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00112,-0.052272569,0.13080592,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00116,-0.057671204,0.12611908,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00120,-0.071485452,0.089388914,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00124,-0.058136012,0.12293773,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00128,-0.060787655,0.12154117,0,1,1
r2.7:Fe:cn11:CFeFeFeFeFeFeFeFeFeFe:sim00132,-0.06045416,0.12157708,0,1,1
r2.7:Fe:cn11:FeFeFeFeFeFeFeFeFeFeFe:sim00001,0.0098832212,0.10651479,0,1,1
r2.7:Fe:cn11:FeFeFeFeFeFeFeFeFeFeFe:sim00005,0.0080336817,0.11240979,0,1,1
r2.7:Fe:cn11:FeFeFeFeFeFeFeFeFeFeFe:sim00009,0.020166699,0.14021358,0,1,1
r2.7:Fe:cn11:FeFeFeFeFeFeFeFeFeFeFe:sim00013,0.0050862227,0.13253435,0,1,1
r2.7:Fe:cn11:FeFeFeFeFeFeFeFeFeFeFe:sim00018,-0.0050318702,0.12223796,0,1,1
r2.7:Fe:cn12:CCCCCFeFeFeFeFeFeFe:sim00004,-0.111536,-0.084157735,0,1,1
r2.7:Fe:cn12:CCCCCFeFeFeFeFeFeFe:sim00008,-0.086056069,-0.062087845,0,1,1
r2.7:Fe:cn12:CCCCCFeFeFeFeFeFeFe:sim00012,-0.13339479,-0.040097002,0,1,1
r2.7:Fe:cn12:CCCCCFeFeFeFeFeFeFe:sim00016,-0.1216255,-0.060395572,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00003,-0.058643654,-0.015434246,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00007,-0.054825962,-0.044465359,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00011,-0.065874159,0.012314038,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00015,-0.075504355,0.00098883465,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00019,-0.074241333,0.0094301812,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00023,-0.089202791,0.0051279529,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00027,-0.078493744,0.004303887,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00031,-0.081279278,-0.0019482956,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00035,-0.078713201,0.0060145576,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00039,-0.078475371,0.006586777,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00043,-0.069546811,0.016271152,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00047,-0.07876429,0.0060321889,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00051,-0.092411853,0.020795817,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00055,-0.075329609,0.0080346698,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00059,-0.057517935,-0.0035532236,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00063,-0.077826492,0.0065008993,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00067,-0.078023784,0.0061684013,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00071,-0.079618216,0.0045276098,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00075,-0.07957375,0.003563666,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00079,-0.080028817,0.0055407109,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00083,-0.060878035,-0.0079193199,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00087,-0.051286187,0.011323235,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00091,-0.081912301,0.0053581111,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00095,-0.076590285,0.0063616694,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00099,-0.081337474,0.028674262,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00103,-0.11279082,0.0070629935,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00107,-0.090849772,-0.0010360866,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00111,-0.086091787,0.032365095,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00115,-0.092206128,0.029397603,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00119,-0.085022695,0.039917178,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00123,-0.079817928,0.064088896,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00127,-0.10040656,0.017583653,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00131,-0.09704072,0.020304156,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00135,-0.096653812,0.020563457,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00139,-0.10254115,0.019152898,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00143,-0.11073408,-0.020863805,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00147,-0.12403845,-0.010524978,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00151,-0.10503186,0.010245506,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00155,-0.095805839,0.021273155,0,1,1
r2.7:Fe:cn12:CCCCFeFeFeFeFeFeFeFe:sim00159,-0.095951319,0.021160264,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00004,-0.016359016,0.032633804,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00008,0.0068587316,0.034868367,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00012,-0.035442602,0.04942413,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00016,-0.030742727,0.050017029,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00020,-0.035301737,0.05567928,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00024,-0.031748496,0.029550569,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00028,-0.035440471,0.055865809,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00032,-0.036929969,0.057254158,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00036,-0.040079005,0.055399023,0,1,1
r2.7:Fe:cn12:CCCFeFeFeFeFeFeFeFeFe:sim00040,-0.049738076,0.020162277,0,1,1
