effective_type,x,y,covered_before,covered_by_selected,covered_after
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01431,0.11086746,0.03081106,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01435,0.086366773,0.032817889,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01439,0.11343469,0.03409645,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01443,0.13897997,0.014289432,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01447,0.11228655,0.032296386,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01451,0.11464787,0.033769269,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01455,0.11215001,0.031949017,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01459,0.11507098,0.032916434,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01463,0.11541405,0.016741183,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01467,0.11595672,0.033061948,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01471,0.1122115,0.032056697,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01475,0.12584117,0.021223204,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01479,0.11360506,0.027204381,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01483,0.098749056,0.042846225,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01487,0.11565882,0.007664633,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01491,0.10672422,0.029086493,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01495,0.11378854,0.03367582,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01499,0.10837495,0.029636696,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01503,0.12485239,0.066058524,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01507,0.1163501,0.057442643,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01511,0.11333461,0.056243267,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01515,0.11216473,0.055486221,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01519,0.11485611,0.054957312,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01523,0.12446144,0.065979682,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01527,0.12049012,0.064256333,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01531,0.14170364,0.047383733,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01535,0.14205337,0.047518529,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01539,0.14165743,0.047883097,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01543,0.13325734,0.073482469,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01547,0.1234396,0.064280003,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01551,0.12059761,0.085142843,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01555,0.12607174,0.067371972,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01559,0.12472779,0.066094629,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01563,0.11077004,0.047640048,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01567,0.11570016,0.058200113,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01571,0.12434793,0.065681547,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01575,0.12473228,0.06574697,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01579,0.13026981,0.068554729,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01583,0.11938198,0.08538726,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01587,0.11331176,0.052152231,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01591,0.10911004,0.064293332,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01595,0.12559785,0.07293123,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01599,0.12445927,0.066243097,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01603,0.12027706,0.059789609,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01607,0.12020519,0.059874255,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01611,0.12680395,0.094981246,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01615,0.14248948,0.086579442,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01619,0.13555932,0.082880601,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01623,0.12988028,0.067631476,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01627,0.14204967,0.05744458,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01631,0.14584394,0.054566447,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01635,0.13502552,0.065411881,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01639,0.13594967,0.065225668,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01643,0.12875503,0.06767232,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01647,0.12388544,0.067933634,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01651,0.11858211,0.079911225,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01655,0.15713929,0.068196245,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01659,0.11665078,0.078802072,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01663,0.11974442,0.059496727,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01667,0.12950984,0.070603661,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01671,0.12796849,0.067149103,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01675,0.13383666,0.064762779,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01679,0.12908706,0.068439394,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01683,0.12897158,0.069038458,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01687,0.12911369,0.068987161,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01691,0.1424364,0.08395163,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01695,0.1268326,0.066134803,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01699,0.13018419,0.070153087,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01703,0.12020615,0.062868431,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01707,0.10787795,0.063075326,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01711,0.096533917,0.08440049,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01715,0.10073756,0.06599921,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01719,0.096713878,0.064213179,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01723,0.12635688,0.040923428,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01727,0.12660912,0.040653981,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01731,0.13195974,0.049028818,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01735,0.12890112,0.069345869,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01739,0.119329,0.065872654,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01743,0.12307502,0.06405884,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01747,0.12316706,0.065262735,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01751,0.11664853,0.069864519,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01755,0.12339871,0.065695114,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01759,0.12274864,0.065211691,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01763,0.13693981,0.05537628,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01767,0.12434006,0.066600576,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01771,0.13767706,0.057723343,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01775,0.14860235,0.045718651,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01779,0.1380599,0.055384386,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01783,0.1040365,0.080968797,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01787,0.13208617,0.056515019,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01791,0.1233299,0.066158772,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01795,0.12441901,0.067202248,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01799,0.12456244,0.067556635,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01803,0.12318567,0.064571932,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01807,0.12308334,0.065505952,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01811,0.12511237,0.066159837,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01815,0.12641639,0.067766145,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01819,0.12490401,0.065950356,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01823,0.12633336,0.078792512,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01827,0.12349981,0.07793054,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01831,0.11264864,0.032252107,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01835,0.12801333,0.066921845,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01839,0.12284879,0.060700785,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01843,0.12479495,0.065883197,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01847,0.1180499,0.0704486,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01851,0.15002987,0.065307029,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01855,0.1464396,0.062803037,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01859,0.13701338,0.076289833,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01863,0.12478776,0.064654976,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01867,0.12995444,0.068933889,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01871,0.11080691,0.03129188,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01875,0.12480564,0.066040561,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01879,0.1289649,0.074058466,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01883,0.12433173,0.065792061,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01887,0.1128587,0.049999136,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01891,0.1363135,0.07618656,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01895,0.10297972,0.069047019,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01899,0.12449405,0.065854482,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01903,0.12217051,0.09798187,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01907,0.12696981,0.1261837,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01911,0.13778028,0.063707545,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01915,0.15233977,0.074014798,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01919,0.11011472,0.08451239,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01923,0.12472636,0.059794638,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01927,0.11103714,0.0716113,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01931,0.11967511,0.064377367,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01935,0.1331352,0.076577224,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01939,0.12994501,0.075685911,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01943,0.15538786,0.075119823,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01947,0.16484568,0.061374452,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01951,0.12861951,0.074511737,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01955,0.12704512,0.073947072,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01959,0.12716445,0.073971413,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01963,0.1143527,0.057871427,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01967,0.11027563,0.070461556,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01971,0.12674265,0.080065094,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01975,0.12554495,0.072869986,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01979,0.12465269,0.072680794,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01983,0.12322488,0.070698611,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01987,0.12583582,0.071881518,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01991,0.1205667,0.070825376,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01995,0.12674296,0.074092507,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim01999,0.14376856,0.043522555,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02003,0.11406583,0.055739567,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02007,0.11396405,0.055685654,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02011,0.12808298,0.071675695,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02015,0.11879151,0.063054472,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02019,0.11834972,0.068433344,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02023,0.11605985,0.059040353,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02027,0.11674478,0.061884847,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02031,0.12574297,0.057685271,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02035,0.12896822,0.07695213,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02039,0.1192175,0.063567378,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02043,0.1168793,0.06131405,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02047,0.114916,0.059050411,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02051,0.10819284,0.0760196,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02055,0.11718574,0.061804045,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02059,0.12066603,0.063216507,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02063,0.10398606,0.026746655,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02067,0.12408017,0.056034733,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02071,0.11803982,0.061733644,0,1,1
r3.0:Fe:cn12:CCFeFeFeFeFeFeFeFeFeFe:sim02075,0.12091607,0.061270904,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00002,0.17350732,0.060136754,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00006,0.17369694,0.061427694,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00010,0.16515814,0.058003131,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00014,0.14999871,0.044448879,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00018,0.16118905,0.075218663,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00022,0.17989533,0.077615194,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00026,0.14748342,0.068262637,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00030,0.15651025,0.099000886,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00034,0.15850109,0.079287194,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00038,0.17027445,0.080769196,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00042,0.15687211,0.076978862,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00046,0.16309397,0.062191889,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00050,0.15736289,0.097716853,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00054,0.17501651,0.074547015,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00058,0.16583553,0.081569582,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00062,0.15928549,0.078509644,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00066,0.15936384,0.07846009,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00070,0.14940469,0.081783406,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00074,0.15868452,0.079229452,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00078,0.17073707,0.07111872,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00082,0.16722596,0.086258017,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00086,0.19175176,0.065767094,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00090,0.16854149,0.076467499,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00094,0.16054972,0.079395585,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00098,0.16042954,0.079838589,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00102,0.15058412,0.075409204,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00106,0.16480894,0.058544073,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00110,0.1542381,0.10100362,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00114,0.16871601,0.10268524,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00118,0.15384768,0.10087552,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00122,0.1457445,0.09106756,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00126,0.14576098,0.092277832,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00130,0.1573236,0.082106628,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00134,0.14635548,0.093379065,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00138,0.14476185,0.091889374,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00142,0.12089272,0.059191056,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00146,0.14428952,0.050979573,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00150,0.13858594,0.084143743,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00154,0.14300764,0.088989146,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00158,0.13653491,0.079736829,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00162,0.16153933,0.0851987,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00166,0.15735888,0.10316281,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00170,0.14441365,0.091375217,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00174,0.15666901,0.081369974,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00178,0.13602892,0.080274336,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00182,0.1492091,0.12467133,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00186,0.14570877,0.092242733,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00190,0.1437805,0.12119464,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00194,0.17085434,0.093215205,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00198,0.14672828,0.098745778,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00202,0.14721818,0.097292393,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00206,0.1426172,0.093647912,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00210,0.13114017,0.10486951,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00214,0.14357446,0.095002763,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00218,0.15596871,0.084965274,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00222,0.13698138,0.090883672,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00226,0.16416718,0.094650254,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00230,0.13352633,0.084415272,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00234,0.14048685,0.08629024,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00238,0.14477192,0.093821444,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00242,0.14509849,0.070860438,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00246,0.14714086,0.071970887,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00250,0.14240107,0.094591573,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00254,0.14250153,0.094655663,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00258,0.14703672,0.078080185,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00262,0.139734,0.093716376,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00266,0.14038098,0.094017901,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00270,0.1439337,0.094773687,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00274,0.14342977,0.09496963,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00278,0.13604817,0.086639345,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00282,0.14053409,0.11774002,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00286,0.14356621,0.094783142,0,1,1
r3.0:Fe:cn12:CFeFeFeFeFeFeFeFeFeFeFe:sim00290,0.14720845,0.097449183,0,1,1
