rank,source,source_idx,n_effective_envs_in_structure,pass,new_gain,covered,uncovered,coverage_pct
786,large_file,16104,77,rare,10,14752,8879,62.42647369980111
787,large_file,16145,77,rare,10,14762,8869,62.468790994879605
788,large_file,16199,75,rare,10,14772,8859,62.51110828995811
789,large_file,357,72,rare,10,14782,8849,62.55342558503661
790,large_file,454,71,rare,10,14792,8839,62.595742880115104
791,large_file,1569,79,rare,10,14802,8829,62.6380601751936
792,large_file,3967,80,rare,10,14812,8819,62.6803774702721
793,large_file,4145,84,rare,10,14822,8809,62.722694765350596
794,large_file,4179,79,rare,10,14832,8799,62.7650120604291
795,large_file,4238,85,rare,10,14842,8789,62.8073293555076
796,large_file,4239,85,rare,9,14851,8780,62.845414921078245
797,large_file,4250,86,rare,9,14860,8771,62.88350048664889
798,large_file,4349,84,rare,9,14869,8762,62.921586052219546
799,large_file,4356,80,rare,9,14878,8753,62.95967161779019
800,large_file,4384,84,rare,9,14887,8744,62.99775718336084
801,large_file,4439,89,rare,9,14896,8735,63.035842748931486
802,large_file,4479,81,rare,9,14905,8726,63.07392831450214
803,large_file,4548,86,rare,9,14914,8717,63.11201388007279
804,large_file,4556,80,rare,9,14923,8708,63.150099445643434
805,large_file,4594,89,rare,9,14932,8699,63.18818501121408
806,large_file,4660,85,rare,9,14941,8690,63.226270576784735
807,large_file,4705,78,rare,9,14950,8681,63.26435614235538
808,large_file,4930,79,rare,9,14959,8672,63.30244170792603
809,large_file,5048,88,rare,9,14968,8663,63.340527273496676
810,large_file,5061,79,rare,9,14977,8654,63.37861283906733
811,large_file,5923,72,rare,9,14986,8645,63.41669840463798
812,large_file,7548,75,rare,9,14995,8636,63.454783970208624
813,large_file,8782,108,rare,9,15004,8627,63.49286953577927
814,large_file,8799,110,rare,9,15013,8618,63.530955101349925
815,large_file,8994,107,rare,9,15022,8609,63.56904066692057
816,large_file,9001,95,rare,9,15031,8600,63.60712623249122
817,large_file,9020,110,rare,9,15040,8591,63.645211798061865
818,large_file,9108,115,rare,9,15049,8582,63.68329736363252
819,large_file,9117,108,rare,9,15058,8573,63.721382929203166
820,large_file,9126,98,rare,9,15067,8564,63.75946849477381
821,large_file,9139,111,rare,9,15076,8555,63.79755406034446
822,large_file,9308,96,rare,9,15085,8546,63.835639625915114
823,large_file,9365,107,rare,9,15094,8537,63.87372519148576
824,large_file,9557,101,rare,9,15103,8528,63.91181075705641
825,large_file,9570,86,rare,9,15112,8519,63.949896322627055
826,large_file,9668,82,rare,9,15121,8510,63.98798188819771
827,large_file,9887,98,rare,9,15130,8501,64.02606745376835
828,large_file,9934,113,rare,9,15139,8492,64.064153019339
829,large_file,10017,81,rare,9,15148,8483,64.10223858490966
830,large_file,10095,76,rare,9,15157,8474,64.1403241504803
831,large_file,10102,107,rare,9,15166,8465,64.17840971605095
832,large_file,10107,102,rare,9,15175,8456,64.2164952816216
833,large_file,10124,105,rare,9,15184,8447,64.25458084719224
834,large_file,10175,103,rare,9,15193,8438,64.2926664127629
835,large_file,10262,80,rare,9,15202,8429,64.33075197833354
836,large_file,10274,102,rare,9,15211,8420,64.36883754390419
837,large_file,10369,94,rare,9,15220,8411,64.40692310947485
838,large_file,10401,74,rare,9,15229,8402,64.44500867504549
839,large_file,10535,108,rare,9,15238,8393,64.48309424061614
840,large_file,10618,97,rare,9,15247,8384,64.5211798061868
841,large_file,11080,91,rare,9,15256,8375,64.55926537175743
842,large_file,11179,89,rare,9,15265,8366,64.59735093732809
843,large_file,11204,94,rare,9,15274,8357,64.63543650289874
844,large_file,11730,96,rare,9,15283,8348,64.67352206846938
845,large_file,12041,70,rare,9,15292,8339,64.71160763404004
846,large_file,12520,93,rare,9,15301,8330,64.74969319961068
847,large_file,12525,89,rare,9,15310,8321,64.78777876518133
848,large_file,15040,77,rare,9,15319,8312,64.82586433075198
849,large_file,15160,83,rare,9,15328,8303,64.86394989632262
850,large_file,15171,79,rare,9,15337,8294,64.90203546189328
851,large_file,15219,79,rare,9,15346,8285,64.94012102746393
852,large_file,15231,74,rare,9,15355,8276,64.97820659303457
853,large_file,15237,83,rare,9,15364,8267,65.01629215860522
854,large_file,15295,74,rare,9,15373,8258,65.05437772417586
855,large_file,15318,79,rare,9,15382,8249,65.09246328974652
856,large_file,15324,76,rare,9,15391,8240,65.13054885531717
857,large_file,15335,73,rare,9,15400,8231,65.16863442088781
858,large_file,15351,81,rare,9,15409,8222,65.20671998645847
859,large_file,15353,77,rare,9,15418,8213,65.24480555202912
860,large_file,15370,74,rare,9,15427,8204,65.28289111759976
861,large_file,15376,72,rare,9,15436,8195,65.32097668317041
862,large_file,15377,77,rare,9,15445,8186,65.35906224874105
863,large_file,15382,74,rare,9,15454,8177,65.39714781431171
864,large_file,15410,77,rare,9,15463,8168,65.43523337988236
865,large_file,15449,77,rare,9,15472,8159,65.473318945453
866,large_file,15463,72,rare,9,15481,8150,65.51140451102366
867,large_file,15488,79,rare,9,15490,8141,65.54949007659431
868,large_file,15512,74,rare,9,15499,8132,65.58757564216495
869,large_file,15532,73,rare,9,15508,8123,65.6256612077356
870,large_file,15595,73,rare,9,15517,8114,65.66374677330624
871,large_file,15663,74,rare,9,15526,8105,65.7018323388769
872,large_file,15687,71,rare,9,15535,8096,65.73991790444755
873,large_file,15734,74,rare,9,15544,8087,65.77800347001819
874,large_file,15736,84,rare,9,15553,8078,65.81608903558885
875,large_file,15752,74,rare,9,15562,8069,65.8541746011595
876,large_file,15771,81,rare,9,15571,8060,65.89226016673014
877,large_file,15827,74,rare,9,15580,8051,65.9303457323008
878,large_file,15843,71,rare,9,15589,8042,65.96843129787143
879,large_file,15847,74,rare,9,15598,8033,66.00651686344209
880,large_file,15892,71,rare,9,15607,8024,66.04460242901274
881,large_file,15904,77,rare,9,15616,8015,66.08268799458338
882,large_file,15961,84,rare,9,15625,8006,66.12077356015403
883,large_file,15975,81,rare,9,15634,7997,66.15885912572469
884,large_file,15976,71,rare,9,15643,7988,66.19694469129533
885,large_file,16025,79,rare,9,15652,7979,66.23503025686598
886,large_file,16108,77,rare,9,15661,7970,66.27311582243664
887,large_file,16120,75,rare,9,15670,7961,66.31120138800728
888,large_file,16224,80,rare,9,15679,7952,66.34928695357793
889,large_file,16231,73,rare,9,15688,7943,66.38737251914857
890,large_file,16244,75,rare,9,15697,7934,66.42545808471922
891,large_file,16894,12,rare,9,15706,7925,66.46354365028988
892,large_file,17059,76,rare,9,15715,7916,66.50162921586052
893,large_file,1131,74,rare,9,15724,7907,66.53971478143117
894,large_file,1934,82,rare,9,15733,7898,66.57780034700183
895,large_file,3959,87,rare,9,15742,7889,66.61588591257247
896,large_file,3999,85,rare,9,15751,7880,66.65397147814312
897,large_file,4000,86,rare,9,15760,7871,66.69205704371376
898,large_file,4014,82,rare,9,15769,7862,66.73014260928441
899,large_file,4064,86,rare,9,15778,7853,66.76822817485507
900,large_file,4065,72,rare,9,15787,7844,66.80631374042571
901,large_file,4142,75,rare,9,15796,7835,66.84439930599636
902,large_file,4175,87,rare,9,15805,7826,66.88248487156702
903,large_file,4194,85,rare,8,15813,7818,66.9163387076298
904,large_file,4219,77,rare,8,15821,7810,66.95019254369261
905,large_file,4330,82,rare,8,15829,7802,66.98404637975541
906,large_file,4338,82,rare,8,15837,7794,67.0179002158182
907,large_file,4363,84,rare,8,15845,7786,67.051754051881
908,large_file,4403,86,rare,8,15853,7778,67.08560788794381
909,large_file,4412,84,rare,8,15861,7770,67.1194617240066
910,large_file,4435,68,rare,8,15869,7762,67.1533155600694
911,large_file,4449,81,rare,8,15877,7754,67.1871693961322
912,large_file,4455,83,rare,8,15885,7746,67.221023232195
913,large_file,4485,82,rare,8,15893,7738,67.2548770682578
914,large_file,4500,77,rare,8,15901,7730,67.2887309043206
915,large_file,4679,71,rare,8,15909,7722,67.32258474038339
916,large_file,4724,86,rare,8,15917,7714,67.3564385764462
917,large_file,4728,87,rare,8,15925,7706,67.390292412509
918,large_file,4761,47,rare,8,15933,7698,67.42414624857179
919,large_file,4777,87,rare,8,15941,7690,67.45800008463459
920,large_file,4875,83,rare,8,15949,7682,67.4918539206974
921,large_file,5051,83,rare,8,15957,7674,67.52570775676018
922,large_file,6817,80,rare,8,15965,7666,67.55956159282299
923,large_file,8602,78,rare,8,15973,7658,67.59341542888579
924,large_file,8757,106,rare,8,15981,7650,67.62726926494858
925,large_file,8802,108,rare,8,15989,7642,67.66112310101138
926,large_file,8810,98,rare,8,15997,7634,67.69497693707419
927,large_file,8816,113,rare,8,16005,7626,67.72883077313698
928,large_file,8821,120,rare,8,16013,7618,67.76268460919978
929,large_file,8881,81,rare,8,16021,7610,67.79653844526258
930,large_file,8919,101,rare,8,16029,7602,67.83039228132537
931,large_file,8921,104,rare,8,16037,7594,67.86424611738818
932,large_file,8988,103,rare,8,16045,7586,67.89809995345098
933,large_file,8997,101,rare,8,16053,7578,67.93195378951377
934,large_file,9038,119,rare,8,16061,7570,67.96580762557657
935,large_file,9262,105,rare,8,16069,7562,67.99966146163938
936,large_file,9362,104,rare,8,16077,7554,68.03351529770217
937,large_file,9414,105,rare,8,16085,7546,68.06736913376497
938,large_file,9418,101,rare,8,16093,7538,68.10122296982777
939,large_file,9541,105,rare,8,16101,7530,68.13507680589056
940,large_file,9543,99,rare,8,16109,7522,68.16893064195337
941,large_file,9616,104,rare,8,16117,7514,68.20278447801617
942,large_file,9846,103,rare,8,16125,7506,68.23663831407896
943,large_file,9863,117,rare,8,16133,7498,68.27049215014176
944,large_file,9947,75,rare,8,16141,7490,68.30434598620457
945,large_file,10086,75,rare,8,16149,7482,68.33819982226736
946,large_file,10104,82,rare,8,16157,7474,68.37205365833016
947,large_file,10115,74,rare,8,16165,7466,68.40590749439296
948,large_file,10190,75,rare,8,16173,7458,68.43976133045575
949,large_file,10216,101,rare,8,16181,7450,68.47361516651856
950,large_file,10432,80,rare,8,16189,7442,68.50746900258136
951,large_file,10629,74,rare,8,16197,7434,68.54132283864415
952,large_file,10663,77,rare,8,16205,7426,68.57517667470695
953,large_file,10740,113,rare,8,16213,7418,68.60903051076976
954,large_file,10746,106,rare,8,16221,7410,68.64288434683255
955,large_file,10786,91,rare,8,16229,7402,68.67673818289535
956,large_file,10820,118,rare,8,16237,7394,68.71059201895815
957,large_file,11483,72,rare,8,16245,7386,68.74444585502094
958,large_file,11680,96,rare,8,16253,7378,68.77829969108375
959,large_file,11784,88,rare,8,16261,7370,68.81215352714655
960,large_file,12304,77,rare,8,16269,7362,68.84600736320934
961,large_file,12354,96,rare,8,16277,7354,68.87986119927214
962,large_file,12470,81,rare,8,16285,7346,68.91371503533495
963,large_file,12508,90,rare,8,16293,7338,68.94756887139773
964,large_file,12517,92,rare,8,16301,7330,68.98142270746054
965,large_file,12521,93,rare,8,16309,7322,69.01527654352334
966,large_file,12993,76,rare,8,16317,7314,69.04913037958613
967,large_file,13924,77,rare,8,16325,7306,69.08298421564893
968,large_file,14852,72,rare,8,16333,7298,69.11683805171174
969,large_file,15200,81,rare,8,16341,7290,69.15069188777453
970,large_file,15280,74,rare,8,16349,7282,69.18454572383733
971,large_file,15305,74,rare,8,16357,7274,69.21839955990013
972,large_file,15333,80,rare,8,16365,7266,69.25225339596292
973,large_file,15424,75,rare,8,16373,7258,69.28610723202573
974,large_file,15483,74,rare,8,16381,7250,69.31996106808853
975,large_file,15492,80,rare,8,16389,7242,69.35381490415132
976,large_file,15493,76,rare,8,16397,7234,69.38766874021412
977,large_file,15557,76,rare,8,16405,7226,69.42152257627693
978,large_file,15568,78,rare,8,16413,7218,69.45537641233972
979,large_file,15585,75,rare,8,16421,7210,69.48923024840252
980,large_file,15598,70,rare,8,16429,7202,69.52308408446532
981,large_file,15636,79,rare,8,16437,7194,69.55693792052811
982,large_file,15692,80,rare,8,16445,7186,69.59079175659092
983,large_file,15710,72,rare,8,16453,7178,69.62464559265372
984,large_file,15747,73,rare,8,16461,7170,69.65849942871651
985,large_file,15760,80,rare,8,16469,7162,69.69235326477931
986,large_file,15772,72,rare,8,16477,7154,69.72620710084212
987,large_file,15781,75,rare,8,16485,7146,69.7600609369049
988,large_file,15803,74,rare,8,16493,7138,69.79391477296771
989,large_file,15812,78,rare,8,16501,7130,69.82776860903051
990,large_file,15834,69,rare,8,16509,7122,69.8616224450933
991,large_file,15868,75,rare,8,16517,7114,69.8954762811561
992,large_file,15877,73,rare,8,16525,7106,69.92933011721891
993,large_file,15931,77,rare,8,16533,7098,69.9631839532817
994,large_file,15952,76,rare,8,16541,7090,69.9970377893445
995,large_file,16007,71,rare,8,16549,7082,70.0308916254073
996,large_file,16014,72,rare,8,16557,7074,70.0647454614701
997,large_file,16133,80,rare,8,16565,7066,70.0985992975329
998,large_file,17144,78,rare,8,16573,7058,70.1324531335957
999,large_file,1868,70,rare,8,16581,7050,70.16630696965849
1000,large_file,4016,90,rare,8,16589,7042,70.2001608057213
1001,large_file,4086,83,rare,8,16597,7034,70.2340146417841
1002,large_file,4182,88,rare,8,16605,7026,70.26786847784689
1003,large_file,4222,83,rare,8,16613,7018,70.30172231390969
1004,large_file,4345,88,rare,8,16621,7010,70.3355761499725
1005,large_file,4364,87,rare,8,16629,7002,70.36942998603529
1006,large_file,4409,86,rare,8,16637,6994,70.40328382209809
1007,large_file,4464,82,rare,8,16645,6986,70.43713765816089
1008,large_file,4465,79,rare,8,16653,6978,70.47099149422368
1009,large_file,4466,66,rare,8,16661,6970,70.50484533028649
1010,large_file,4506,88,rare,7,16668,6963,70.53446743684144
1011,large_file,4569,76,rare,7,16675,6956,70.56408954339639
1012,large_file,4592,90,rare,7,16682,6949,70.59371164995133
1013,large_file,4605,70,rare,7,16689,6942,70.62333375650628
1014,large_file,4633,88,rare,7,16696,6935,70.65295586306124
1015,large_file,4643,75,rare,7,16703,6928,70.68257796961618
1016,large_file,4644,69,rare,7,16710,6921,70.71220007617113
1017,large_file,4765,72,rare,7,16717,6914,70.74182218272608
1018,large_file,4911,73,rare,7,16724,6907,70.77144428928104
1019,large_file,6441,69,rare,7,16731,6900,70.80106639583597
1020,large_file,7628,88,rare,7,16738,6893,70.83068850239093
1021,large_file,8545,73,rare,7,16745,6886,70.86031060894588
1022,large_file,8836,89,rare,7,16752,6879,70.88993271550082
1023,large_file,8905,102,rare,7,16759,6872,70.91955482205577
1024,large_file,8908,102,rare,7,16766,6865,70.94917692861073
1025,large_file,8950,87,rare,7,16773,6858,70.97879903516568
1026,large_file,8952,104,rare,7,16780,6851,71.00842114172062
1027,large_file,9015,102,rare,7,16787,6844,71.03804324827557
1028,large_file,9026,107,rare,7,16794,6837,71.06766535483052
1029,large_file,9032,97,rare,7,16801,6830,71.09728746138546
1030,large_file,9107,124,rare,7,16808,6823,71.12690956794042
1031,large_file,9176,107,rare,7,16815,6816,71.15653167449537
1032,large_file,9234,113,rare,7,16822,6809,71.18615378105032
1033,large_file,9245,107,rare,7,16829,6802,71.21577588760526
1034,large_file,9266,91,rare,7,16836,6795,71.24539799416021
1035,large_file,9299,74,rare,7,16843,6788,71.27502010071517
1036,large_file,9306,105,rare,7,16850,6781,71.3046422072701
1037,large_file,9319,112,rare,7,16857,6774,71.33426431382506
1038,large_file,9463,100,rare,7,16864,6767,71.36388642038001
1039,large_file,9530,106,rare,7,16871,6760,71.39350852693495
1040,large_file,9552,104,rare,7,16878,6753,71.4231306334899
1041,large_file,9582,104,rare,7,16885,6746,71.45275274004486
1042,large_file,9583,102,rare,7,16892,6739,71.48237484659981
1043,large_file,9634,112,rare,7,16899,6732,71.51199695315475
1044,large_file,9636,111,rare,7,16906,6725,71.5416190597097
1045,large_file,9796,107,rare,7,16913,6718,71.57124116626466
1046,large_file,9804,73,rare,7,16920,6711,71.6008632728196
1047,large_file,9819,113,rare,7,16927,6704,71.63048537937455
1048,large_file,9855,112,rare,7,16934,6697,71.6601074859295
1049,large_file,9908,96,rare,7,16941,6690,71.68972959248445
1050,large_file,9913,96,rare,7,16948,6683,71.7193516990394
1051,large_file,9975,75,rare,7,16955,6676,71.74897380559435
1052,large_file,10060,103,rare,7,16962,6669,71.7785959121493
1053,large_file,10119,105,rare,7,16969,6662,71.80821801870424
1054,large_file,10132,101,rare,7,16976,6655,71.83784012525919
1055,large_file,10164,104,rare,7,16983,6648,71.86746223181414
1056,large_file,10256,105,rare,7,16990,6641,71.8970843383691
1057,large_file,10331,80,rare,7,16997,6634,71.92670644492404
1058,large_file,10421,74,rare,7,17004,6627,71.95632855147899
1059,large_file,10517,98,rare,7,17011,6620,71.98595065803394
1060,large_file,10621,79,rare,7,17018,6613,72.01557276458888
1061,large_file,10693,76,rare,7,17025,6606,72.04519487114383
1062,large_file,10722,103,rare,7,17032,6599,72.07481697769879
1063,large_file,10741,110,rare,7,17039,6592,72.10443908425374
1064,large_file,10804,100,rare,7,17046,6585,72.13406119080868
1065,large_file,10838,75,rare,7,17053,6578,72.16368329736363
1066,large_file,11372,92,rare,7,17060,6571,72.19330540391859
1067,large_file,11411,94,rare,7,17067,6564,72.22292751047353
1068,large_file,11608,97,rare,7,17074,6557,72.25254961702848
1069,large_file,11701,76,rare,7,17081,6550,72.28217172358343
1070,large_file,11802,88,rare,7,17088,6543,72.31179383013838
1071,large_file,11936,92,rare,7,17095,6536,72.34141593669332
1072,large_file,11956,39,rare,7,17102,6529,72.37103804324828
1073,large_file,12022,65,rare,7,17109,6522,72.40066014980323
1074,large_file,12243,85,rare,7,17116,6515,72.43028225635817
1075,large_file,12257,92,rare,7,17123,6508,72.45990436291312
1076,large_file,12298,90,rare,7,17130,6501,72.48952646946807
1077,large_file,12341,93,rare,7,17137,6494,72.51914857602301
1078,large_file,12412,93,rare,7,17144,6487,72.54877068257797
1079,large_file,12445,92,rare,7,17151,6480,72.57839278913292
1080,large_file,12475,96,rare,7,17158,6473,72.60801489568787
1081,large_file,12502,93,rare,7,17165,6466,72.63763700224281
1082,large_file,13496,78,rare,7,17172,6459,72.66725910879777
1083,large_file,14237,64,rare,7,17179,6452,72.69688121535272
1084,large_file,15110,73,rare,7,17186,6445,72.72650332190766
1085,large_file,15151,79,rare,7,17193,6438,72.75612542846261
1086,large_file,15162,78,rare,7,17200,6431,72.78574753501756
1087,large_file,15292,79,rare,7,17207,6424,72.81536964157252
1088,large_file,15339,79,rare,7,17214,6417,72.84499174812746
1089,large_file,15343,73,rare,7,17221,6410,72.87461385468241
1090,large_file,15344,76,rare,7,17228,6403,72.90423596123736
1091,large_file,15427,82,rare,7,17235,6396,72.9338580677923
1092,large_file,15429,77,rare,7,17242,6389,72.96348017434725
1093,large_file,15437,66,rare,7,17249,6382,72.9931022809022
1094,large_file,15452,82,rare,7,17256,6375,73.02272438745716
1095,large_file,15480,74,rare,7,17263,6368,73.0523464940121
1096,large_file,15551,75,rare,7,17270,6361,73.08196860056705
1097,large_file,15562,79,rare,7,17277,6354,73.111590707122
1098,large_file,15596,75,rare,7,17284,6347,73.14121281367694
1099,large_file,15597,66,rare,7,17291,6340,73.1708349202319
1100,large_file,15602,73,rare,7,17298,6333,73.20045702678685
1101,large_file,15615,72,rare,7,17305,6326,73.2300791333418
1102,large_file,15622,71,rare,7,17312,6319,73.25970123989674
1103,large_file,15700,76,rare,7,17319,6312,73.2893233464517
1104,large_file,15702,74,rare,7,17326,6305,73.31894545300665
1105,large_file,15726,71,rare,7,17333,6298,73.34856755956159
1106,large_file,15750,76,rare,7,17340,6291,73.37818966611654
1107,large_file,15779,71,rare,7,17347,6284,73.4078117726715
1108,large_file,15825,79,rare,7,17354,6277,73.43743387922645
1109,large_file,15855,77,rare,7,17361,6270,73.46705598578139
1110,large_file,15863,79,rare,7,17368,6263,73.49667809233634
1111,large_file,15958,76,rare,7,17375,6256,73.52630019889129
1112,large_file,16053,71,rare,7,17382,6249,73.55592230544623
1113,large_file,16054,69,rare,7,17389,6242,73.58554441200118
1114,large_file,16230,64,rare,7,17396,6235,73.61516651855614
1115,large_file,16245,72,rare,7,17403,6228,73.64478862511108
1116,large_file,16261,73,rare,7,17410,6221,73.67441073166603
1117,large_file,16277,72,rare,7,17417,6214,73.70403283822098
1118,large_file,16466,77,rare,7,17424,6207,73.73365494477594
1119,large_file,16475,69,rare,7,17431,6200,73.76327705133087
1120,large_file,1465,77,rare,7,17438,6193,73.79289915788583
1121,large_file,2472,72,rare,7,17445,6186,73.82252126444078
1122,large_file,3022,80,rare,7,17452,6179,73.85214337099572
1123,large_file,3129,78,rare,7,17459,6172,73.88176547755067
1124,large_file,3997,86,rare,7,17466,6165,73.91138758410563
1125,large_file,4008,85,rare,7,17473,6158,73.94100969066058
1126,large_file,4093,82,rare,7,17480,6151,73.97063179721552
1127,large_file,4099,86,rare,7,17487,6144,74.00025390377047
1128,large_file,4131,76,rare,7,17494,6137,74.02987601032542
1129,large_file,4199,81,rare,7,17501,6130,74.05949811688036
1130,large_file,4220,83,rare,7,17508,6123,74.08912022343532
1131,large_file,4235,82,rare,7,17515,6116,74.11874232999027
1132,large_file,4253,81,rare,7,17522,6109,74.14836443654522
1133,large_file,4258,89,rare,7,17529,6102,74.17798654310016
1134,large_file,4282,79,rare,6,17535,6096,74.20337692014726
1135,large_file,4292,77,rare,6,17541,6090,74.22876729719437
1136,large_file,4408,87,rare,6,17547,6084,74.25415767424147
1137,large_file,4459,89,rare,6,17553,6078,74.27954805128856
1138,large_file,4461,85,rare,6,17559,6072,74.30493842833566
1139,large_file,4493,81,rare,6,17565,6066,74.33032880538276
1140,large_file,4495,80,rare,6,17571,6060,74.35571918242987
1141,large_file,4497,78,rare,6,17577,6054,74.38110955947695
1142,large_file,4510,81,rare,6,17583,6048,74.40649993652406
1143,large_file,4514,82,rare,6,17589,6042,74.43189031357116
1144,large_file,4527,72,rare,6,17595,6036,74.45728069061826
1145,large_file,4528,82,rare,6,17601,6030,74.48267106766535
1146,large_file,4618,84,rare,6,17607,6024,74.50806144471245
1147,large_file,4656,85,rare,6,17613,6018,74.53345182175956
1148,large_file,4675,80,rare,6,17619,6012,74.55884219880666
1149,large_file,4683,72,rare,6,17625,6006,74.58423257585375
1150,large_file,4685,73,rare,6,17631,6000,74.60962295290085
1151,large_file,4788,78,rare,6,17637,5994,74.63501332994795
1152,large_file,4827,85,rare,6,17643,5988,74.66040370699506
1153,large_file,4913,82,rare,6,17649,5982,74.68579408404214
1154,large_file,4932,72,rare,6,17655,5976,74.71118446108925
1155,large_file,5021,82,rare,6,17661,5970,74.73657483813635
1156,large_file,5173,82,rare,6,17667,5964,74.76196521518345
1157,large_file,6806,92,rare,6,17673,5958,74.78735559223054
1158,large_file,7127,80,rare,6,17679,5952,74.81274596927764
1159,large_file,8226,89,rare,6,17685,5946,74.83813634632475
1160,large_file,8449,88,rare,6,17691,5940,74.86352672337185
1161,large_file,8755,103,rare,6,17697,5934,74.88891710041894
1162,large_file,8763,102,rare,6,17703,5928,74.91430747746604
1163,large_file,8784,104,rare,6,17709,5922,74.93969785451314
1164,large_file,8793,105,rare,6,17715,5916,74.96508823156024
1165,large_file,8801,74,rare,6,17721,5910,74.99047860860733
1166,large_file,8804,106,rare,6,17727,5904,75.01586898565444
1167,large_file,8825,120,rare,6,17733,5898,75.04125936270154
1168,large_file,8897,102,rare,6,17739,5892,75.06664973974864
1169,large_file,8901,90,rare,6,17745,5886,75.09204011679573
1170,large_file,8906,105,rare,6,17751,5880,75.11743049384283
1171,large_file,8946,108,rare,6,17757,5874,75.14282087088993
1172,large_file,8967,101,rare,6,17763,5868,75.16821124793704
1173,large_file,8984,123,rare,6,17769,5862,75.19360162498413
1174,large_file,8985,121,rare,6,17775,5856,75.21899200203123
1175,large_file,9014,105,rare,6,17781,5850,75.24438237907833
1176,large_file,9018,96,rare,6,17787,5844,75.26977275612543
1177,large_file,9046,108,rare,6,17793,5838,75.29516313317252
1178,large_file,9047,94,rare,6,17799,5832,75.32055351021963
1179,large_file,9083,91,rare,6,17805,5826,75.34594388726673
1180,large_file,9224,112,rare,6,17811,5820,75.37133426431383
1181,large_file,9323,117,rare,6,17817,5814,75.39672464136092
1182,large_file,9372,100,rare,6,17823,5808,75.42211501840802
1183,large_file,9440,100,rare,6,17829,5802,75.44750539545512
1184,large_file,9442,123,rare,6,17835,5796,75.47289577250223
1185,large_file,9478,102,rare,6,17841,5790,75.49828614954932
1186,large_file,9558,103,rare,6,17847,5784,75.52367652659642
1187,large_file,9586,109,rare,6,17853,5778,75.54906690364352
1188,large_file,9630,111,rare,6,17859,5772,75.57445728069062
1189,large_file,9639,118,rare,6,17865,5766,75.59984765773771
1190,large_file,9646,102,rare,6,17871,5760,75.62523803478481
1191,large_file,9654,98,rare,6,17877,5754,75.65062841183192
1192,large_file,9666,101,rare,6,17883,5748,75.67601878887902
1193,large_file,9751,110,rare,6,17889,5742,75.70140916592611
1194,large_file,9810,107,rare,6,17895,5736,75.72679954297321
1195,large_file,9864,112,rare,6,17901,5730,75.75218992002031
1196,large_file,9869,111,rare,6,17907,5724,75.77758029706742
1197,large_file,10009,76,rare,6,17913,5718,75.8029706741145
1198,large_file,10076,80,rare,6,17919,5712,75.82836105116161
1199,large_file,10089,94,rare,6,17925,5706,75.85375142820871
1200,large_file,10111,103,rare,6,17931,5700,75.87914180525581
1201,large_file,10223,105,rare,6,17937,5694,75.9045321823029
1202,large_file,10246,77,rare,6,17943,5688,75.92992255935
1203,large_file,10299,99,rare,6,17949,5682,75.9553129363971
1204,large_file,10462,81,rare,6,17955,5676,75.98070331344421
1205,large_file,10463,93,rare,6,17961,5670,76.0060936904913
1206,large_file,10478,73,rare,6,17967,5664,76.0314840675384
1207,large_file,10498,101,rare,6,17973,5658,76.0568744445855
1208,large_file,10544,93,rare,6,17979,5652,76.0822648216326
1209,large_file,10599,114,rare,6,17985,5646,76.1076551986797
1210,large_file,10674,76,rare,6,17991,5640,76.1330455757268
1211,large_file,10681,111,rare,6,17997,5634,76.1584359527739
1212,large_file,10702,101,rare,6,18003,5628,76.183826329821
1213,large_file,10726,93,rare,6,18009,5622,76.20921670686809
1214,large_file,10761,96,rare,6,18015,5616,76.2346070839152
1215,large_file,10860,71,rare,6,18021,5610,76.2599974609623
1216,large_file,11129,92,rare,6,18027,5604,76.2853878380094
1217,large_file,11170,94,rare,6,18033,5598,76.31077821505649
1218,large_file,11194,92,rare,6,18039,5592,76.33616859210359
1219,large_file,11275,96,rare,6,18045,5586,76.36155896915069
1220,large_file,11463,92,rare,6,18051,5580,76.3869493461978
1221,large_file,11670,93,rare,6,18057,5574,76.41233972324488
1222,large_file,11710,95,rare,6,18063,5568,76.43773010029199
1223,large_file,11946,89,rare,6,18069,5562,76.46312047733909
1224,large_file,12196,90,rare,6,18075,5556,76.48851085438619
1225,large_file,12205,77,rare,6,18081,5550,76.51390123143328
1226,large_file,12262,91,rare,6,18087,5544,76.53929160848038
1227,large_file,12339,91,rare,6,18093,5538,76.56468198552749
1228,large_file,12364,94,rare,6,18099,5532,76.59007236257459
1229,large_file,12477,91,rare,6,18105,5526,76.61546273962168
1230,large_file,12481,94,rare,6,18111,5520,76.64085311666878
1231,large_file,12490,93,rare,6,18117,5514,76.66624349371588
1232,large_file,13288,66,rare,6,18123,5508,76.69163387076298
1233,large_file,13400,71,rare,6,18129,5502,76.71702424781007
1234,large_file,13426,70,rare,6,18135,5496,76.74241462485718
1235,large_file,13515,74,rare,6,18141,5490,76.76780500190428
1236,large_file,13654,76,rare,6,18147,5484,76.79319537895138
1237,large_file,14053,80,rare,6,18153,5478,76.81858575599847
1238,large_file,14276,72,rare,6,18159,5472,76.84397613304557
1239,large_file,14711,71,rare,6,18165,5466,76.86936651009268
1240,large_file,15180,80,rare,6,18171,5460,76.89475688713978
1241,large_file,15218,79,rare,6,18177,5454,76.92014726418687
1242,large_file,15282,82,rare,6,18183,5448,76.94553764123397
