source,source_idx,reason
large_file,312,rejected_by_BondFilter_min_interatomic_distance
large_file,313,rejected_by_BondFilter_min_interatomic_distance
large_file,314,rejected_by_BondFilter_min_interatomic_distance
large_file,315,rejected_by_BondFilter_min_interatomic_distance
large_file,316,rejected_by_BondFilter_min_interatomic_distance
large_file,317,rejected_by_BondFilter_min_interatomic_distance
large_file,318,rejected_by_BondFilter_min_interatomic_distance
large_file,319,rejected_by_BondFilter_min_interatomic_distance
large_file,320,rejected_by_BondFilter_min_interatomic_distance
large_file,321,rejected_by_BondFilter_min_interatomic_distance
large_file,322,rejected_by_BondFilter_min_interatomic_distance
large_file,323,rejected_by_BondFilter_min_interatomic_distance
large_file,324,rejected_by_BondFilter_min_interatomic_distance
large_file,325,rejected_by_BondFilter_min_interatomic_distance
large_file,326,rejected_by_BondFilter_min_interatomic_distance
large_file,327,rejected_by_BondFilter_min_interatomic_distance
large_file,328,rejected_by_BondFilter_min_interatomic_distance
large_file,329,rejected_by_BondFilter_min_interatomic_distance
large_file,330,rejected_by_BondFilter_min_interatomic_distance
large_file,331,rejected_by_BondFilter_min_interatomic_distance
large_file,332,rejected_by_BondFilter_min_interatomic_distance
large_file,333,rejected_by_BondFilter_min_interatomic_distance
large_file,334,rejected_by_BondFilter_min_interatomic_distance
large_file,335,rejected_by_BondFilter_min_interatomic_distance
large_file,336,rejected_by_BondFilter_min_interatomic_distance
large_file,337,rejected_by_BondFilter_min_interatomic_distance
large_file,338,rejected_by_BondFilter_min_interatomic_distance
large_file,339,rejected_by_BondFilter_min_interatomic_distance
large_file,340,rejected_by_BondFilter_min_interatomic_distance
large_file,341,rejected_by_BondFilter_min_interatomic_distance
large_file,342,rejected_by_BondFilter_min_interatomic_distance
large_file,343,rejected_by_BondFilter_min_interatomic_distance
large_file,344,rejected_by_BondFilter_min_interatomic_distance
large_file,345,rejected_by_BondFilter_min_interatomic_distance
large_file,346,rejected_by_BondFilter_min_interatomic_distance
large_file,347,rejected_by_BondFilter_min_interatomic_distance
large_file,348,rejected_by_BondFilter_min_interatomic_distance
