# Tetrahedron method
       -1.9688993117        0.0000000000
       -1.8383189427        0.0000000000
       -1.7077385738        0.0000000000
       -1.5771582048        0.0000000000
       -1.4465778359        0.0000000000
       -1.3159974670        0.0000000000
       -1.1854170980        0.0000000000
       -1.0548367291        0.0000000000
       -0.9242563601        0.0000000000
       -0.7936759912        0.0000000000
       -0.6630956222        0.0000000000
       -0.5325152533        0.0000000000
       -0.4019348844        0.0000000000
       -0.2713545154        0.0000000000
       -0.1407741465        0.0000000000
       -0.0101937775        0.0000000000
        0.1203865914        0.0000000000
        0.2509669603        0.0092246748
        0.3815473293        0.0253264963
        0.5121276982        0.0524490348
        0.6427080672        0.0876928955
        0.7732884361        0.1260852594
        0.9038688051        0.1787478304
        1.0344491740        0.2387487167
        1.1650295429        0.3082710894
        1.2956099119        0.3898442583
        1.4261902808        0.4840421628
        1.5567706498        0.5910368118
        1.6873510187        0.7085942730
        1.8179313877        0.8460488373
        1.9485117566        1.0153144804
        2.0790921255        1.1701465558
        2.2096724945        1.3845235000
        2.3402528634        1.6310131077
        2.4708332324        1.8151500451
        2.6014136013        2.0875464279
        2.7319939702        2.3887396847
        2.8625743392        2.7661427335
        2.9931547081        3.2008897629
        3.1237350771        3.5813906790
        3.2543154460        4.2121838068
        3.3848958150        4.8445622574
        3.5154761839        5.9682622109
        3.6460565528        9.7902934546
        3.7766369218       14.0278971713
        3.9072172907       16.0303828925
        4.0377976597       20.9415780555
        4.1683780286       19.8969914137
        4.2989583975       21.9772846393
        4.4295387665       25.7988992091
        4.5601191354       23.7250346718
        4.6906995044       17.5904435741
        4.8212798733       13.6325430823
        4.9518602423       12.8654878168
        5.0824406112       12.5585955196
        5.2130209801       12.5165140225
        5.3436013491       19.4405920851
        5.4741817180       27.0444450294
        5.6047620870       29.9737251432
        5.7353424559       17.8195105215
        5.8659228249       12.2827815583
        5.9965031938       10.5962800489
        6.1270835627        9.5657493329
        6.2576639317       11.6041903095
        6.3882443006       20.6024637630
        6.5188246696       24.4100513340
        6.6494050385       28.4656889573
        6.7799854074       28.0081774736
        6.9105657764       25.7775192700
        7.0411461453       22.1735214132
        7.1717265143       14.5499107682
        7.3023068832       11.1373237301
        7.4328872522        7.8261506942
        7.5634676211        6.3235496667
        7.6940479900        5.9785824197
        7.8246283590        4.5236998163
        7.9552087279        3.4456115215
        8.0857890969        2.4515146344
        8.2163694658        2.3947496545
        8.3469498347        4.4946161639
        8.4775302037        7.2868247891
        8.6081105726        5.9849152488
        8.7386909416        5.3726917013
        8.8692713105        5.1994339645
        8.9998516795        5.3981706113
        9.1304320484        4.9839075785
        9.2610124173        5.0688251981
        9.3915927863        5.2040939311
        9.5221731552        5.4542817939
        9.6527535242        7.0080179201
        9.7833338931        7.7589505361
        9.9139142621        8.2358110996
       10.0444946310        7.4783627186
       10.1750749999        7.4337252857
       10.3056553689        8.5489494458
       10.4362357378        5.0258557224
       10.5668161068        3.6877507063
       10.6973964757        2.9010829761
       10.8279768446        2.3442178694
       10.9585572136        1.8244031754
       11.0891375825        1.3860941200
       11.2197179515        1.1762363351
       11.3502983204        0.9261516155
       11.4808786894        0.6998754640
       11.6114590583        0.4853107503
       11.7420394272        0.2464735450
       11.8726197962        0.0000000000
       12.0032001651        0.0000000000
       12.1337805341        0.0000000000
       12.2643609030        0.0000000000
       12.3949412720        0.0000000000
       12.5255216409        0.0000000000
       12.6561020098        0.0000000000
       12.7866823788        0.0000000000
       12.9172627477        0.0000000000
       13.0478431167        0.0000000000
       13.1784234856        0.0000000000
       13.3090038545        0.0000000000
       13.4395842235        0.0000000000
       13.5701645924        0.0000000000
       13.7007449614        0.0000000000
       13.8313253303        0.0000000000
       13.9619056993        0.0000000000
       14.0924860682        0.0000000000
       14.2230664371        0.0000000000
       14.3536468061        0.0000000000
       14.4842271750        0.0000000000
       14.6148075440        0.0000000000
       14.7453879129        0.0000000000
       14.8759682818        0.0000000000
       15.0065486508        0.0000000000
       15.1371290197        0.0000000000
       15.2677093887        0.0000000000
       15.3982897576        0.0000000000
       15.5288701266        0.0000000000
       15.6594504955        0.0000000000
       15.7900308644        0.0000000000
       15.9206112334        0.0000000000
       16.0511916023        0.0000000000
       16.1817719713        0.8981868848
       16.3123523402        2.4026503436
       16.4429327092        6.0985608958
       16.5735130781       16.1268404963
       16.7040934470       16.6925905629
       16.8346738160       17.7262603472
       16.9652541849       24.0229001573
       17.0958345539       21.6909277819
       17.2264149228       12.4970800508
       17.3569952917        4.1048021951
       17.4875756607        4.3371305554
       17.6181560296       20.7269907566
       17.7487363986       19.9422169866
       17.8793167675       22.2200938443
       18.0098971365       20.4024810675
       18.1404775054       18.2159640472
       18.2710578743        8.6040839205
       18.4016382433        4.9827388114
       18.5322186122        1.8780079806
       18.6627989812        0.0000000000
       18.7933793501        0.0000000000
       18.9239597191        0.0000000000
       19.0545400880        0.0000000000
       19.1851204569        0.0000000000
       19.3157008259        0.0000000000
       19.4462811948        0.0000000000
       19.5768615638        6.6789216285
       19.7074419327        7.2106850007
       19.8380223016        6.4915791086
       19.9686026706        6.4961698408
       20.0991830395        6.9177557800
       20.2297634085        6.3575259997
       20.3603437774        5.7527435512
       20.4909241464        5.4974442041
       20.6215045153        6.3641188428
       20.7520848842        8.0911410867
       20.8826652532        6.2883025639
       21.0132456221        7.8716970983
       21.1438259911        7.1993324333
       21.2744063600        8.8780200936
       21.4049867289       14.5174157621
       21.5355670979        8.5466476063
       21.6661474668        7.7047411885
       21.7967278358        3.1293590615
       21.9273082047        1.0684858023
       22.0578885737        0.0000000000
       22.1884689426        0.0000000000
       22.3190493115        0.0000000000
       22.4496296805        0.0000000000
       22.5802100494        0.0000000000
       22.7107904184        0.0000000000
       22.8413707873        0.0000000000
       22.9719511563        0.0000000000
       23.1025315252        0.0000000000
       23.2331118941        0.0000000000
       23.3636922631        0.0000000000
       23.4942726320        0.0000000000
       23.6248530010        0.0000000000
       23.7554333699        0.0000000000
       23.8860137388        0.0000000000
       24.0165941078        0.0000000000
       24.1471744767        0.0000000000
