index,name,n_atoms,DFT_energy_pa,NEP_energy_pa,energy_residual,energy_MAE,force_MAE,force_RMSE,force_max_err,stress_MAE,stress_RMSE,stress_normal_MAE,stress_normal_RMSE,stress_res_xx,stress_res_yy,stress_res_zz,stress_res_yz,stress_res_xz,stress_res_xy
0,test##000000,70,-8.591251548857143,-8.58942499879223,0.001826550064912169,0.001826550064912169,0.07991916777755684,0.09744796805853513,0.25678414129652083,0.0048360754466708995,0.007397547341460883,0.009383026699651964,0.010450064326148334,0.004289873759262264,0.008424060928518884,0.015435145411174744,3.505842869344633e-07,-0.0008547253491997253,1.2296647582843434e-05
1,test##000001,70,-8.591261363285714,-8.5894156236088,0.0018457396769129275,0.0018457396769129275,0.07970494329777769,0.09716020591985368,0.25354638847056776,0.004886317888936749,0.0074051847223717245,0.009392852613624806,0.010457393296186984,0.004333717486588284,0.008386751171201468,0.015458089183084667,2.139381535926077e-06,-0.000957650673626631,0.00017955943758352078
2,test##000002,70,-8.591270166714285,-8.589449135981775,0.0018210307325094988,0.0018210307325094988,0.07951938184721387,0.09696776558989083,0.253792904317379,0.004700470731715238,0.007202869428061287,0.00905906946475928,0.010172841173118277,0.003984508686698973,0.008016327279619873,0.015176372427958995,1.5290354440367082e-06,-0.0009015919345074508,0.00012249502606209717
3,test##000003,70,-8.591275616999999,-8.589502895627732,0.0017727213722675828,0.0017727213722675828,0.07905094514676637,0.09652898936299702,0.2537572532892227,0.004572777536888377,0.007093751488913297,0.008865700161550194,0.010021412561528494,0.0037317159585654736,0.007830781629309058,0.01503460289677605,4.445153763299459e-06,-0.000800312855062657,3.4806727853720076e-05
4,test##000004,70,-8.591276591714285,-8.589555378608148,0.0017212131061370428,0.0017212131061370428,0.07897698468278318,0.09642209870958651,0.25510118692182004,0.004770609599129709,0.0073489198835920274,0.009277411348496875,0.01038353093506043,0.004036123515106738,0.008431398891843855,0.01536471163854003,2.2406448465517315e-06,-0.0007655273266209406,2.3655577820136386e-05
5,test##000005,70,-8.591277067142858,-8.589527938151722,0.0017491289911362173,0.0017491289911362173,0.07903918905678785,0.0965091600942976,0.25513721688184887,0.004850595327800041,0.007439025858799822,0.0094269685796462,0.010510673314124664,0.00422271087882109,0.008551087696105242,0.015507107164012268,4.15152931054763e-06,-0.0007813281943640504,3.718650418704783e-05
6,test##000006,70,-8.591281670999999,-8.58950344823051,0.0017782227694898012,0.0017782227694898012,0.07908922862750062,0.09649920892852124,0.2535606224555522,0.00473027711168091,0.007288481121680726,0.009185475268168375,0.010297297965865919,0.003977293847128749,0.008304136455990374,0.015274995501386002,1.8893969127020682e-06,-0.0007922995848730352,3.104788379459933e-05
7,test##000007,70,-8.591282027714286,-8.589495456596326,0.0017865711179592125,0.0017865711179592125,0.07909882684865634,0.09650196979635267,0.25349058979190886,0.004765389550982491,0.007330275059461913,0.009251899030156588,0.010356382446463266,0.004024238500278443,0.008403185922361445,0.015328272667829879,2.4140987306964234e-06,-0.0007950350855026045,3.919103119187639e-05
8,test##000008,69,-8.584872362898551,-8.580577998733755,0.004294364164795894,0.004294364164795894,0.0703405977728703,0.0892691262372383,0.23379101464524865,0.005441589776940721,0.007522410645917837,0.009566954928838337,0.010541370766609848,0.004176814662059769,0.009505106951110065,0.015018943173345178,0.00170112207706552,0.0017316071971436031,-0.0005159446009201929
9,test##000009,70,-8.591283295857142,-8.589497806604282,0.0017854892528603727,0.0017854892528603727,0.07915653411697089,0.09658564926804242,0.25333062186837196,0.004898584509012001,0.007509152975429735,0.009528714086627588,0.010610397504590743,0.004242097769747488,0.008749306871322915,0.01559473761881236,1.4664531704511319e-06,-0.0007621827144248527,4.1715626593941124e-05
10,test##000010,70,-8.591284338857143,-8.589502076253403,0.0017822626037400369,0.0017822626037400369,0.07933899786190263,0.09685269880150933,0.25351865540869767,0.004929402811759094,0.007566148752303755,0.009627579614364853,0.0106931471169705,0.0043288496090099216,0.008897262043319643,0.015656627190764993,1.4778129298065323e-06,-0.0006700469423890354,-2.215327214116769e-05
11,test##000011,70,-8.59128449342857,-8.589496572392749,0.0017879210358220377,0.0017879210358220377,0.0794277895681305,0.09702053273799598,0.25393434026045725,0.004696567117029815,0.007265290630852777,0.009151406174472262,0.010267704308461474,0.003918449177945149,0.008306902731419541,0.015228866614052095,-7.901887784100836e-07,-0.000651211229751425,-7.3182760232271e-05
12,test##000012,70,-8.591284537571429,-8.589495844646677,0.0017886929247517003,0.0017886929247517003,0.07944601904543257,0.09702641500578263,0.2539638389716856,0.0047891523936224685,0.007376025595111191,0.009328891416468347,0.0104244295555465,0.004147728002863005,0.008408428548136726,0.01543051769840531,-3.0231974506023107e-06,-0.0006470565745075874,-9.816034037157806e-05
13,test##000013,70,-8.542825447857142,-8.538692017050344,0.004133430806797733,0.004133430806797733,0.06866692985031045,0.0870847127362399,0.2172690350562334,0.005306138016749173,0.006469925445636103,0.00586952269077301,0.0074701635144574265,0.005805637687444687,-0.00024240091443061829,0.011560529470443726,0.007182900095358491,-0.0016073496080935001,-0.005438010324724019
14,test##000014,70,-8.542996911428572,-8.538617350114102,0.0043795613144705925,0.0043795613144705925,0.0686951228727897,0.0866563300359634,0.21678317990154028,0.005245564607321285,0.0062485491404945664,0.005814711873730023,0.007151017491872898,0.005110114812850952,-0.0011056941002607346,0.011228326708078384,0.007029679603874683,-0.0016367722128052264,-0.005362800206057727
15,test##000015,70,-8.560448837428572,-8.556298853849274,0.004149983579297967,0.004149983579297967,0.07503376421137502,0.09389933201603264,0.23243758082389832,0.004781136849487666,0.006191894087542252,0.005621935551365216,0.007798606150723771,0.002260308712720871,0.0013577723875641823,0.013247725553810596,0.004756163572892547,-0.0034805128816515207,-0.003584337988286279
16,test##000016,70,-8.563429579857143,-8.55988159617474,0.003547983682402389,0.003547983682402389,0.07975424283573548,0.10264452258601814,0.29203830659389496,0.005912214536995937,0.0075854224490175945,0.008257318831359347,0.01008882262259355,0.0038932166062295437,0.004429586231708527,0.01644915365613997,0.0036995408590883017,-0.0044173127971589565,-0.0025844770716503263
17,test##000017,69,-8.584876963768115,-8.580601913102804,0.004275050665311753,0.004275050665311753,0.0702914099478823,0.08934241066578265,0.23359170090407133,0.005424847427396647,0.0074949559902686945,0.009518618753645569,0.010499965637720552,0.004097120894584805,0.009504797286354005,0.014953938079997897,0.0017793155275285244,0.0016907748358789831,-0.0005231379400356673
18,test##000018,70,-8.570469464285715,-8.567914172486844,0.002555291798870485,0.002555291798870485,0.07092791890803103,0.09426499073392695,0.3355582654476166,0.005631067809493591,0.007454215412648294,0.008272408662984768,0.010095187025006554,0.004700785037130117,0.003682272508740425,0.016434168443083763,0.0027091255760751665,-0.00373005005531013,-0.002530005236621946
19,test##000019,70,-8.57372969742857,-8.572291764394494,0.0014379330340759111,0.0014379330340759111,0.06797267368196376,0.08809888050126881,0.2716068923473358,0.004842328031372745,0.00701048342228041,0.007554735251081486,0.009637763610653924,0.003539261408150196,0.003110676188953221,0.016014268156141043,0.0019184343254892156,-0.003363721421919763,-0.0011076066875830293
20,test##000020,70,-8.577538727571428,-8.575924196938438,0.0016145306329899967,0.0016145306329899967,0.06542446952246661,0.08440352518001233,0.2599431276321411,0.00490344426240578,0.007239652869711922,0.008086383730793992,0.010077895251389772,0.004329886520281434,0.003355691209435463,0.01657357346266508,0.0013955370159237646,-0.0024931966909207404,-0.001272780675208196
21,test##000021,70,-8.579073963142857,-8.576949210225697,0.0021247529171599666,0.0021247529171599666,0.06609445403196983,0.08552991569889332,0.2463354617357254,0.004734633685681426,0.007181093018084677,0.008148405700922012,0.010063335643059914,0.00444478914141655,0.003517642617225647,0.01648278534412384,0.0008326054157805629,-0.001613933127373457,-0.001516046468168497
22,test##000022,70,-8.581556348000001,-8.579969341783624,0.001587006216377418,0.001587006216377418,0.06427751563731232,0.08334099809064091,0.2526184618473053,0.004927925328274796,0.007410093461740699,0.008724838184813658,0.010410830076673731,0.004325270652770996,0.0051042502745985985,0.01674499362707138,0.0006222039187377959,-0.001578891766257584,-0.0011919417302124202
23,test##000023,70,-8.583492997142857,-8.58303283023314,0.00046016690971661944,0.00046016690971661944,0.05927277521474198,0.07625043896684161,0.22567078471183777,0.005279571732292728,0.007737347683928192,0.009421403364588818,0.010878952427246553,0.0036764759570360184,0.007863291073590517,0.016724443063139915,0.0007351429521804675,-0.0012441886647138745,-0.0014338886830955744
24,test##000024,70,-8.585466590714285,-8.584997028449884,0.00046956226440109106,0.00046956226440109106,0.05937337688159286,0.07630283400071598,0.21289830654859543,0.005379336883682602,0.007858960229752075,0.009680606153172752,0.011059436897537868,0.003856080351397395,0.008415347314439714,0.016770390793681145,0.000792069811723195,-0.0010855666478164494,-0.0013565663830377162
25,test##000025,70,-8.586962909428571,-8.586116145374266,0.0008467640543052823,0.0008467640543052823,0.0639767600949632,0.07969869044143751,0.20515118539333344,0.005290916553349234,0.007811688104263809,0.009677956181500727,0.011004395185769901,0.0037891579850111157,0.00873103697085753,0.016513673588633537,0.0005074332875665277,-0.0008210701053030789,-0.0013831273827236146
26,test##000026,69,-8.584877480144927,-8.58061641056826,0.004261069576667609,0.004261069576667609,0.0704115920760265,0.08948983841511439,0.23452950059436262,0.005429992078158345,0.007491530518007704,0.009526231772421548,0.010493956096234897,0.004160375741776079,0.00947662873659283,0.014941690838895738,0.0018565401187515818,0.001630115890293382,-0.0005146011426404584
27,test##000027,70,-8.588705851571428,-8.587085044346525,0.001620807224902876,0.001620807224902876,0.06759625153047506,0.08406198345168352,0.2241155430674553,0.005057693883524432,0.0075890187874956576,0.00939974693271021,0.010702587518068416,0.004344119690358639,0.00744250975549221,0.016412611352279782,0.00041595177026465535,-0.0012204166851006448,-0.0005105540476506576
28,test##000028,70,-8.58899240257143,-8.586969243044793,0.0020231595266366753,0.0020231595266366753,0.06752626850946053,0.08481698819726805,0.23070021718740463,0.0048034866801269045,0.007337534031715292,0.00895126536488533,0.010336969815005493,0.0043027037754654884,0.00638833362609148,0.016162758693099022,0.00017446288984501734,-0.0015445376629941165,-0.0002481234332663007
29,test##000029,70,-8.590227344428571,-8.588510092773166,0.0017172516554051498,0.0017172516554051498,0.06874382337070226,0.08772149756304909,0.28993865847587585,0.005108843204955822,0.0075714776345448915,0.009423428952383498,0.010631882519945486,0.005025442107580602,0.006948328576982021,0.01629651617258787,-4.2927140384563245e-05,-0.002197926281951368,0.00014191895024850965
30,test##000030,70,-8.590605732571428,-8.589186086725144,0.0014196458462834016,0.0014196458462834016,0.07050400315825495,0.08940512861847828,0.2729201801121235,0.0054777923824076424,0.007730244509550328,0.009672259073340683,0.010778302919835663,0.005227973684668541,0.007522322981458274,0.016266480553895235,-0.00012253792374394834,-0.003101201436948031,0.0006262377137318254
31,test##000031,70,-8.591162152428572,-8.589537046392206,0.0016251060363661196,0.0016251060363661196,0.07225186716532335,0.09247668166862559,0.29291084548458457,0.005482370555303835,0.007889747366505882,0.00995640594434614,0.011072449492084607,0.005269142508041114,0.007972700288519263,0.016627375036478043,-0.0007366735226241872,-0.0022689655888825655,-1.9366387277841568e-05
32,test##000032,70,-8.591571177142857,-8.589530929389838,0.002040247753019031,0.002040247753019031,0.07675870611315726,0.0976941126851527,0.29656435549259186,0.005516310099210386,0.007878998324148997,0.009898281500985226,0.011077210947055134,0.004823184106498957,0.008219732670113444,0.016651927726343274,-0.0017089243629015982,-0.0008117997085719253,-0.0008822920208331198
33,test##000033,70,-8.592001667142856,-8.589873196029268,0.0021284711135880485,0.0021284711135880485,0.07870836747923542,0.10038109327368132,0.28434350714087486,0.005726938781056863,0.008102023694267468,0.010220474990395209,0.01136709560724546,0.005192825570702553,0.008471532259136438,0.016997067141346633,-0.0022854234266560525,-0.0007166790019255131,-0.0006981052865739912
34,test##000034,70,-8.59219435457143,-8.589938520037911,0.002255834533517742,0.002255834533517742,0.08242445353548863,0.10437167329503334,0.30219624703750014,0.005484809231954084,0.007807416044511804,0.00966547561013916,0.010904089098314767,0.004725202452391386,0.007673338521271944,0.016597885856754147,-0.002917142875958234,-0.0006240849324967712,-0.0003712007528520189
35,test##000035,70,-8.592447596571429,-8.590217127299379,0.0022304692720496178,0.0022304692720496178,0.08058210427434893,0.10125657079186752,0.2952393162995577,0.0053353814425160335,0.007657356796285182,0.00952165088771532,0.01073537721514449,0.004527508164756,0.007755667436867952,0.016281777061522007,-0.0022075327287893742,-0.0010803090408444405,-0.0001594942223164253
36,test##000036,69,-8.584881041739129,-8.580574107195668,0.004306934543460983,0.004306934543460983,0.07024541147280804,0.08923835856669071,0.23116895090788603,0.005482295759369056,0.007533208023910962,0.009598973537019143,0.010547886450909793,0.004306132555939257,0.009476676059421152,0.015014111995697021,0.002044709057372529,0.0014925103259884054,-0.0005596345617959742
37,test##000037,70,-8.592456106571428,-8.590228239989708,0.002227866581719695,0.002227866581719695,0.08016844832395907,0.10038160493842802,0.2941171247512102,0.0052321329433956025,0.007527760410251834,0.009320171278280517,0.010554878634717995,0.004256727756001055,0.007658927468582988,0.016044858610257506,-0.0020784206135431305,-0.0012015108368359506,-0.0001523523751529865
38,test##000038,70,-8.592616517285714,-8.589927109263995,0.002689408021719686,0.002689408021719686,0.07707875712304875,0.09865149161408118,0.29489704105071723,0.005107556295115501,0.00739083093870499,0.009156325327542921,0.010390566822414732,0.0043326145969331264,0.007239527418278158,0.01589683396741748,-0.0014669672236777842,-0.0012022943119518459,-0.0005071002524346113
39,test##000039,70,-8.592617101142856,-8.58995492979215,0.002662171350706899,0.002662171350706899,0.07730346312607816,0.09875458898706369,0.2948982482776046,0.005053726302624757,0.007323849939573315,0.009037558765461048,0.010292839281048613,0.004175781039521098,0.007147574331611395,0.01578932092525065,-0.0015257394697982818,-0.0012020646827295423,-0.00048187736683757976
40,test##000040,70,-8.592741407714286,-8.590111890858264,0.002629516856021752,0.002629516856021752,0.0766149227043137,0.098873313073256,0.2904596868902445,0.005059708533053708,0.007405005301666461,0.009202405271783695,0.010422137706556448,0.0042828226869460195,0.007448727948485612,0.01587566517991945,-0.0013486397510860115,-0.0011132488143630326,-0.00028914681752212346
41,test##000041,70,-8.59275016,-8.590136191716875,0.00261396828312499,0.00261396828312499,0.07630909092452688,0.09860413157552429,0.28870031982660294,0.004709099169607119,0.006997153111108435,0.008561898018039452,0.009846741571980046,0.003635664761532098,0.00686839314585086,0.0151816361467354,-0.00127289499505423,-0.0011094538494944572,-0.00018655211897566915
42,test##000042,70,-8.592821386571428,-8.590215631677568,0.0026057548938602793,0.0026057548938602793,0.07774854286258882,0.10012805173450293,0.29446818260475993,0.005390862488032629,0.007835904918297656,0.009936533111613244,0.011035698622336361,0.005164848640561104,0.008138931647408754,0.016505819046869874,-0.0014591743820346892,-0.0009505071793682873,-0.0001258940319530666
43,test##000043,70,-8.592823168142857,-8.590221639262815,0.002601528880042281,0.002601528880042281,0.07838495736152601,0.10083956708624901,0.29848285811021924,0.0053534211153116,0.007742823373897947,0.00976020896147626,0.0108918272925442,0.0049913141410797834,0.007902184705017135,0.016387128038331866,-0.0016434334102086723,-0.0010429455724079162,-0.00015352082482422702
44,test##000044,70,-8.592861848714286,-8.59012015595368,0.0027416927606047636,0.0027416927606047636,0.07883496255784675,0.10193264828943638,0.3059939262457192,0.005365184383814873,0.007716106437436995,0.009665329420386115,0.010844260263660487,0.004855612962273881,0.007720583933405578,0.016419791365478886,-0.0017602086008992046,-0.0011099037328676786,-0.00032500570796401007
45,test##000045,69,-8.584881137246375,-8.580578981119007,0.004302156127367951,0.004302156127367951,0.07021229977846326,0.08921648696310741,0.23144187731668353,0.0054753784794835765,0.007533205236079737,0.009599524802373102,0.010549254065411238,0.0043046484352089465,0.009476215695030987,0.01501771027687937,0.0020401821238920093,0.0014786362116865348,-0.0005348781342036091
46,test##000046,70,-8.592864857142857,-8.590084859482667,0.002779997660189437,0.002779997660189437,0.07902236964288195,0.10230880440233078,0.3083461089991033,0.0054272084403995296,0.0077959652084780805,0.009790608416854715,0.010958727314628562,0.0050205367733724415,0.007783452398143709,0.016567836079047993,-0.001776683668140322,-0.0010420170874567702,-0.00037272463623594376
