index,name,n_atoms,DFT_energy_pa,LASP_energy_pa,energy_residual,energy_MAE,force_MAE,force_RMSE,force_max_err,stress_MAE,stress_RMSE,stress_normal_MAE,stress_normal_RMSE,stress_res_xx,stress_res_yy,stress_res_zz,stress_res_yz,stress_res_xz,stress_res_xy
0,test##000000,70,-8.591251548857143,-8.450587681428573,0.14066386742856984,0.14066386742856984,0.07185374417693831,0.08860434649018949,0.2118733043935208,0.0034284875907057235,0.004757543237678344,0.0022972248413376897,0.0037487590770877207,0.006486597354523838,0.00017429980107408483,-0.00023077736841514707,0.006631411048601876,1.3753879102296196e-07,0.007047702432828373
1,test##000001,70,-8.591261363285714,-8.450576345714287,0.14068501757142649,0.14068501757142649,0.07149794096103072,0.08820936070987742,0.21254623867571354,0.004260135565554417,0.005499000591763566,0.0030538318083017657,0.003948706360107679,0.0065775026741903275,-0.0009963656443687796,-0.00158762710634619,0.007859516509029163,2.5189178813889157e-06,0.008537282541510649
2,test##000002,70,-8.591270166714285,-8.450595528571428,0.14067463814285652,0.14067463814285652,0.07141562723958313,0.08815572080324757,0.2129714349284768,0.004164432245943317,0.005331397462213196,0.0030172229129827124,0.003794489066739346,0.006242934265173972,-0.0010330729321594845,-0.0017756615416146815,0.00751330051093646,-1.4897386790835299e-06,0.00842013448709622
3,test##000003,70,-8.591275616999999,-8.450626045714285,0.14064957128571365,0.14064957128571365,0.07137845390668753,0.08815028793445656,0.21478374768048525,0.003891807593665438,0.005062120353338187,0.002773125991344235,0.0036442242478770333,0.006049163639545441,-0.0005555410337478861,-0.0017146733007393777,0.006830249582435499,-1.8426999304210767e-07,0.008201033735531382
4,test##000004,70,-8.591276591714285,-8.45065482,0.1406217717142848,0.1406217717142848,0.07163009479547457,0.08844972811140238,0.2160317269153893,0.0034373342192542586,0.0045389330671603695,0.002633988591445776,0.0037192018562783933,0.006319471052847803,0.001184648036698377,-0.0003978466847911477,0.005587850568701924,4.649245965993032e-07,0.0071337240478897
5,test##000005,70,-8.591277067142858,-8.450639997142856,0.14063707000000214,0.14063707000000214,0.07150551287917811,0.08832035561773265,0.21494346112012863,0.0036654682071173283,0.004875163575233343,0.002665533710304165,0.0038131969413402844,0.006521187984617427,0.0006781329485647802,-0.0007972801977302879,0.006269246025567554,1.7787435240279592e-06,0.007725183342699893
6,test##000006,70,-8.591281670999999,-8.45061384,0.14066783099999824,0.14066783099999824,0.07149456255467071,0.0883242676212909,0.21544167841784656,0.003697876763737895,0.004977441526412443,0.00252726632940418,0.0037049104228687266,0.006296973442658782,5.003584647056414e-05,-0.0012347896990831941,0.006662614488618601,5.53416839466081e-07,0.007942293688756763
7,test##000007,70,-8.591282027714286,-8.450607735714286,0.14067429199999992,0.14067429199999992,0.07151201127652322,0.08831941853176811,0.21502256955136545,0.003735094177253965,0.00503102954188008,0.0025416951616913743,0.0037334636490763476,0.0063465635175816715,3.922983307802497e-05,-0.001239292134414427,0.0067733042287727585,-1.3298820249474375e-06,0.008010845467651961
8,test##000008,69,-8.584872362898551,-8.437017026086956,0.14785533681159535,0.14785533681159535,0.07312678388710034,0.09648896322577945,0.2707203524187207,0.0031943955073074903,0.004010046924725866,0.0018269795012505103,0.0018797297408900938,0.001239733275724575,0.0019344545435160398,0.0023067506845109165,0.008343103851075284,0.0016698971812729724,0.003672433507745154
9,test##000009,70,-8.591283295857142,-8.450609479999999,0.14067381585714323,0.14067381585714323,0.07151606140578223,0.08832367490517652,0.21550112986005843,0.003745765025324014,0.005037886143241863,0.002594895525779369,0.0038212395838758267,0.00655200173787307,0.0003743371074733659,-0.000858347731991671,0.006775266345755426,-4.396303438625182e-06,0.007910240925411927
